cmun,dist,secc,poblacio,codi_edar
8227,1,1,2201,DVDP
8227,1,2,1085,D???
8228,1,1,344
8229,1,1,614
8230,1,1,2705
8230,1,2,1842
8230,1,3,1539
8230,1,4,1813
8230,1,5,965
8230,1,6,1555
8231,1,1,1739,DVLG
8231,1,2,1499,DVLG
8231,1,3,2144,DVLG
8231,1,4,2094,DVLG
8231,1,5,2390,DVLG
8231,1,6,1856,DVLG
8231,1,7,2094,DVLG
8231,1,8,1587,DVLG
8231,1,9,2688,DVLG
8231,1,10,1784,DVLG
8231,1,11,1288,DVLG
8231,1,12,1656,DVLG
8231,1,13,1784,DVLG
8231,1,14,1312,DVLG
8231,1,15,2082,DVLG
8231,1,16,1488,DVLG
8231,1,17,2040,DVLG
8232,1,1,2411
8233,1,1,1033
8233,1,2,1455
8234,1,1,1211
8234,1,2,1455
8234,1,3,2005
8235,1,1,1648
8235,1,2,2445
8235,1,3,1445
8236,1,1,2367
8237,1,1,1319
8237,1,2,826
8238,1,1,1639,DSRS
8238,1,2,1272,DSRS
8238,1,3,2274,DTRS
8238,1,4,1755,DSRS
8238,1,5,2064,DSRS
8238,1,6,1646,DSRS
8238,1,7,1748,DSRS
8238,1,8,2357,DSRS
8238,1,9,1352,DSRS
8238,1,10,1398,DSRS
8238,1,11,1496,DSRS
8238,1,12,1155,DSRS
8239,1,1,660
8240,1,1,1255
8240,1,2,1997
8240,1,3,1244
8240,1,4,1157
8240,2,1,1259
8240,2,2,2077
8240,2,3,1405
8240,2,4,2446
8241,1,1,76
8242,1,1,271
8243,1,1,179
8244,1,1,2258,DPDL
8244,1,2,785,DPDL
8244,1,3,2762,DPDL
8244,1,4,1710,DPDL
8244,1,5,758,DPDL
8245,1,1,1048,DBSS
8245,1,2,955,DBSS
8245,1,3,1416,DBSS
8245,1,4,885,DBSS
8245,1,5,935,DBSS
8245,1,6,863,DBSS
8245,1,7,1615,DBSS
8245,1,9,1435,DBSS
8245,1,10,1718,DBSS
8245,1,11,1089,DBSS
8245,1,12,862,DBSS
8245,1,13,1994,DBSS
8245,1,14,1091,DBSS
8245,1,15,925,DBSS
8245,1,16,936,DBSS
8245,1,17,1522,DBSS
8245,1,18,1321,DBSS
8245,1,19,1528,DBSS
8245,2,1,991,DBSS
8245,2,2,1552,DBSS
8245,2,3,1719,DBSS
8245,2,4,1404,DBSS
8245,2,5,1375,DBSS
8245,2,6,1313,DBSS
8245,2,7,2086,DBSS
8245,2,8,1547,DBSS
8245,2,9,1215,DBSS
8245,2,10,744,DBSS
8245,2,11,1419,DBSS
8245,3,1,870,DBSS
8245,3,2,721,DBSS
8245,3,3,920,DBSS
8245,3,4,1085,DBSS
8245,3,5,1207,DBSS
8245,3,6,1168,DBSS
8245,3,7,1656,DBSS
8245,3,8,827,DBSS
8245,3,9,1618,DBSS
8245,3,10,660,DBSS
8245,3,11,1132,DBSS
8245,3,12,1584,DBSS
8245,3,13,1595,DBSS
8245,3,14,1233,DBSS
8245,3,15,1328,DBSS
8245,3,16,858,DBSS
8245,3,17,700,DBSS
8245,4,1,1120,DBSS
8245,4,2,1241,DBSS
8245,4,3,1652,DBSS
8245,4,4,1453,DBSS
8245,4,5,1071,DBSS
8245,4,6,1290,DBSS
8245,4,7,1593,DBSS
8245,4,8,1699,DBSS
8245,4,9,1461,DBSS
8245,4,10,1250,DBSS
8245,4,11,1184,DBSS
8245,4,12,1067,DBSS
8245,4,13,1025,DBSS
8245,4,14,1801,DBSS
8245,4,15,1459,DBSS
8245,4,16,1428,DBSS
8245,5,1,1036,DBSS
8245,5,2,1382,DBSS
8245,5,3,1146,DBSS
8245,5,4,873,DBSS
8245,5,5,1317,DBSS
8245,5,6,1235,DBSS
8245,5,7,1105,DBSS
8245,5,8,994,DBSS
8245,5,9,1222,DBSS
8245,5,11,2493,DBSS
8245,5,12,1543,DBSS
8245,5,13,2416,DBSS
8245,5,14,1593,DBSS
8245,5,15,1604,DBSS
8245,5,16,1255,DBSS
8245,5,18,1369,DBSS
8245,5,19,1333,DBSS
8245,6,2,1167,DBSS
8245,6,3,2061,DBSS
8245,6,4,880,DBSS
8245,6,5,1188,DBSS
8245,6,8,2921,DBSS
8245,6,9,1824,DBSS
8245,6,11,1948,DBSS
8245,6,12,2326,DBSS
8245,6,14,2599,DBSS
8246,1,1,2259,DVIC
8247,1,1,1409
8248,1,1,3769
8248,1,2,3769
8249,1,1,378
8250,1,1,867,DIGU
8250,1,2,2242,DIGU
8250,1,3,1209,DIGU
8250,1,4,847,DIGU
8250,1,5,2673,DIGU
8250,1,6,1441,DIGU
8250,1,7,913,DIGU
8251,1,1,1161,DVDP
8251,1,2,1670,DVDP
8251,1,3,2812,DVDP
8251,1,4,2021,DVDP
8252,1,1,2567,DMIR
8252,1,2,1193,DMIR
8252,1,3,1355,DMIR
8252,1,4,1426,DMIR
8252,1,5,1485,DMIR
8252,1,6,1088,DMIR
8252,1,7,884,DMIR
8252,1,8,1217,DMIR
8252,1,9,887,DMIR
8252,1,10,1406,DMIR
8252,1,11,1691,DMIR
8252,1,18,1049,DMIR
8252,1,19,1431,DMIR
8252,1,20,1054,DMIR
8252,1,21,1293,DMIR
8252,1,22,2029,DMIR
8252,1,23,813,DMIR
8252,1,24,968,DMIR
8252,1,25,1056,DMIR
8252,1,26,2205,DMIR
8252,1,27,2450,DMIR
8252,1,28,1782,DMIR
8252,1,29,1687,DMIR
8253,1,1,161
8254,1,1,2198
8255,1,1,180
8256,1,1,882,DLLL
8257,1,1,129
8258,1,1,1065
8259,1,1,3151
8259,1,2,2346
8259,1,3,2410
8259,1,4,1759
8260,1,1,1720,DLLL
8260,1,2,1303,DLLL
8260,1,3,2315,DLLL
8260,1,4,2211,DLLL
8260,1,5,1638,DLLL
8260,1,6,995,DLLL
8260,1,7,1280,DLLL
8260,1,8,1814,DLLL
8260,1,9,2452,DLLL
8260,1,10,1092,DLLL
8260,1,11,1211,DLLL
8260,1,12,2213,DLLL
8260,1,13,1182,DLLL
8260,1,14,1037,DLLL
8260,1,15,1525,DLLL
8260,1,16,2045,DLLL
8261,1,1,2041
8261,1,2,1609
8262,1,1,1709
8262,1,2,1857
8262,1,3,2139
8262,2,1,2681
8262,2,2,1482
8263,1,1,795,DSFL
8263,1,2,1855,DSFL
8263,1,3,1368,DSFL
8263,1,4,1850,DSFL
8263,1,5,1560,DSFL
8263,1,6,862,DSFL
8263,1,7,1791,DSFL
8263,1,8,1038,DSFL
8263,1,9,711,DSFL
8263,1,10,1212,DSFL
8263,1,11,1434,DSFL
8263,1,12,859,DSFL
8263,2,1,730,DSFL
8263,2,2,2043,DSFL
8263,2,3,1358,DSFL
8263,3,1,1899,DSFL
8263,3,2,1908,DSFL
8263,4,1,1825,DSFL
8263,4,2,1789,DSFL
8263,4,3,1228,DSFL
8264,1,1,2437
8264,1,2,1553
8264,1,3,1021
8264,1,4,1512
8265,1,1,2077
8266,1,1,2454,DMIR
8266,1,2,2250,DMIR
8266,1,3,1734,DMIR
8266,1,4,1627,DMIR
8266,1,5,1045,DMIR
8266,1,6,1745,DMIR
8266,1,7,790,DMIR
8266,1,8,1667,DMIR
8266,1,9,1720,DMIR
8266,1,10,2155,DMIR
8266,1,11,1748,DMIR
8266,1,12,2467,DMIR
8266,1,13,1074,DMIR
8266,1,14,1922,DMIR
8266,1,15,1819,DMIR
8266,1,16,1531,DMIR
8266,1,17,2092,DMIR
8266,1,18,1551,DMIR
8266,1,19,2136,DMIR
8266,1,20,1398,DMIR
8266,1,27,1763,DMIR
8266,1,28,1691,DMIR
8266,1,29,1961,DMIR
8266,1,30,2420,DMIR
8266,1,31,1017,DMIR
8266,1,32,871,DMIR
8266,1,33,1408,DMIR
8266,1,34,1817,DMIR
8266,1,35,2157,DMIR
8266,1,36,1453,DMIR
8266,1,37,1394,DMIR
8266,1,38,1700,DMIR
8266,1,39,1092,DMIR
8266,1,40,1548,DMIR
8267,1,1,1608,DLLL
8267,1,2,2219,DLLL
8267,1,3,1745,DLLL
8267,1,4,2240,DLLL
8267,1,5,1535,D???
8268,1,1,543
8268,1,2,647
8269,1,1,2343
8269,1,2,1353
8270,1,1,1589,D???
8270,1,2,1889,D???
8270,1,3,3918,D???
8270,1,4,2998,D???
8270,1,5,1074,D???
8270,2,1,2282,DGVC
8270,2,2,1478,D???
8270,2,3,1925,D???
8270,2,4,1733,D???
8270,2,5,1302,D???
8270,2,6,1711,D???
8270,2,7,1279,D???
8270,2,9,2749,D???
8270,2,10,2231,D???
8270,2,11,2059,D???
8271,1,1,78
8272,1,1,211
8273,1,1,866
8273,1,2,1455
8273,1,3,828
8274,1,1,2055
8274,1,2,971
8274,1,4,1811
8274,1,5,1086
8275,1,1,329
8276,1,1,325
8277,1,1,222
8278,1,1,1916
8278,1,2,1690
8278,1,3,1235
8278,1,4,1846
8279,1,1,1335,DTRS
8279,1,2,1463,DTRS
8279,1,4,2065,DTRS
8279,1,5,1364,DTRS
8279,1,6,1543,DTRS
8279,1,7,1842,DTRS
8279,1,8,2688,DTRS
8279,1,9,1405,DTRS
8279,1,10,1280,DTRS
8279,1,11,1286,DTRS
8279,1,12,1517,DTRS
8279,1,13,965,DTRS
8279,1,14,2232,DTRS
8279,1,15,1362,DTRS
8279,1,16,2295,DTRS
8279,1,17,2171,DTRS
8279,1,18,614,DTRS
8279,1,19,1597,DTRS
8279,1,20,1394,DTRS
8279,1,21,1480,DTRS
8279,1,22,1895,DTRS
8279,1,23,1329,DTRS
8279,1,24,841,DTRS
8279,2,1,1943,DTRS
8279,2,2,1454,DTRS
8279,2,3,1843,DTRS
8279,2,4,1617,DTRS
8279,2,5,1411,DTRS
8279,2,6,1245,DTRS
8279,2,8,1290,DTRS
8279,2,9,1931,DTRS
8279,2,11,1321,DTRS
8279,2,12,1637,DTRS
8279,2,14,2152,DTRS
8279,2,15,780,DTRS
8279,2,16,2423,DTRS
8279,2,17,2199,DTRS
8279,3,1,1834,DTRS
8279,3,2,1501,DTRS
8279,3,3,1743,DTRS
8279,3,4,1379,DTRS
8279,3,5,2614,DTRS
8279,3,6,2245,DTRS
8279,3,7,2313,DTRS
8279,3,8,1976,DTRS
8279,3,14,1876,DTRS
8279,3,15,1285,DTRS
8279,3,16,1257,DTRS
8279,3,17,1273,DTRS
8279,3,18,1156,DTRS
8279,3,19,1551,DTRS
8279,3,20,1812,DTRS
8279,4,1,1474,DTRS
8279,4,2,1550,DTRS
8279,4,3,1717,DTRS
8279,4,4,1524,DTRS
8279,4,5,1733,DTRS
8279,4,6,2207,DTRS
8279,4,7,2633,DTRS
8279,4,8,1366,DTRS
8279,4,9,1076,DTRS
8279,4,10,1406,DTRS
8279,4,12,1396,DTRS
8279,4,13,1557,DTRS
8279,4,14,1344,DTRS
8279,4,15,1207,DTRS
8279,4,16,1255,DTRS
8279,4,17,1521,DTRS
8279,4,18,2713,DTRS
8279,4,19,1282,DTRS
8279,4,20,926,DTRS
8279,4,21,1307,DTRS
8279,4,22,2266,DTRS
8279,4,23,2216,DTRS
8279,4,24,2284,DTRS
8279,4,25,1177,DTRS
8279,4,26,1496,DTRS
8279,5,1,2004,DTRS
8279,5,2,1358,DTRS
8279,5,3,2051,DTRS
8279,5,4,1693,DTRS
8279,5,5,982,DTRS
8279,5,6,2032,DTRS
8279,5,7,1152,DTRS
8279,5,8,1847,DTRS
8279,5,9,1692,DTRS
8279,5,10,1995,DTRS
8279,5,11,1864,DTRS
8279,5,12,751,DTRS
8279,5,13,1687,DTRS
8279,5,14,2268,DTRS
8279,5,15,2120,DTRS
8279,5,16,2662,DTRS
8279,5,17,1899,DTRS
8279,5,18,1190,DTRS
8279,5,19,1450,DTRS
8279,5,20,1551,DTRS
8279,5,21,1730,DTRS
8279,5,22,778,DTRS
8279,5,23,1804,DTRS
8279,5,24,1510,DTRS
8279,5,25,1203,DTRS
8279,5,26,1210,DTRS
8279,5,27,1218,DTRS
8279,5,28,1198,DTRS
8279,5,29,1482,DTRS
8279,6,1,1243,DTRS
8279,6,2,1853,DTRS
8279,6,3,2309,DTRS
8279,6,4,1518,DTRS
8279,6,5,1685,DTRS
8279,6,6,1555,DTRS
8279,6,8,2253,DTRS
8279,6,9,1319,DTRS
8279,6,10,2158,DTRS
8279,6,11,1657,DTRS
8279,6,12,1386,DTRS
8279,6,13,992,DTRS
8279,6,14,1255,DTRS
8279,6,16,1750,DTRS
8279,6,18,1299,DTRS
8279,6,20,1942,DTRS
8279,6,23,1450,DTRS
8279,6,24,2528,DTRS
8279,6,25,2058,DTRS
8279,6,26,1686,DTRS
8279,6,27,1295,DTRS
8279,6,28,1543,DTRS
8279,6,29,1110,DTRS
8279,6,30,789,DTRS
8279,6,31,970,DTRS
8279,6,32,901,DTRS
8279,6,33,1543,DTRS
8279,7,1,2915,DTRS
8279,7,2,2012,DTRS
8279,7,3,1735,DTRS
8279,7,4,2264,DTRS
8280,1,1,113
8281,1,1,2204
8281,1,2,2376
8281,1,3,1952
8282,1,1,2543,DBSS
8282,1,2,2199,DBSS
8282,1,3,1174,DBSS
8282,1,4,1689,DBSS
8282,1,5,1404,DBSS
8283,1,1,2429
8283,1,2,1787
8283,1,3,2356
8283,1,4,1796
8284,1,1,2390
8284,1,2,1755
8284,1,3,2173
8284,1,4,2491
8284,2,1,2983
8284,2,2,3246
8284,2,3,2750
8285,1,1,1057
8285,1,2,2107
8285,1,4,2266
8285,2,1,2074
8285,2,2,1476
8285,3,1,1872
8285,3,2,1489
8285,3,3,2212
8286,1,1,2275
8286,1,2,1577
8287,1,1,1429
8288,1,1,2479,DVDP
8289,1,1,1357,DSFL
8289,1,2,1559,DSFL
8289,1,3,2068,DSFL
8289,1,4,1142,DSFL
8290,1,1,2096
8291,1,1,1539
8291,1,2,2335
8291,1,3,2005
8291,1,4,1203
8292,1,1,1375
8293,1,1,258
8294,1,1,3052
8295,1,1,2255,DSFL
8295,1,2,2473,DSFL
8295,1,3,1807,DSFL
8295,1,4,1006,DSFL
8295,1,5,1342,DSFL
8295,1,6,1933,DSFL
8295,1,7,1470,DSFL
8295,1,8,979,DSFL
8295,1,9,836,DSFL
8295,1,10,1337,D???
8296,1,1,2594,DMDV
8297,1,1,179
8298,1,1,2651,DVIC
8298,2,1,1406,DVIC
8298,2,2,2266,DVIC
8298,2,3,2279,DVIC
8298,2,4,2065,DVIC
8298,2,5,2360,DVIC
8298,2,6,2118,DVIC
8298,3,1,1283,DVIC
8298,3,3,2539,DVIC
8298,3,4,1089,DVIC
8298,3,5,3641,DVIC
8298,3,6,1958,DVIC
8298,3,7,2387,DVIC
8298,3,8,2512,DVIC
8298,3,9,834,DVIC
8298,3,10,978,DVIC
8298,3,11,1731,DVIC
8298,3,12,2328,DVIC
8298,3,13,947,DVIC
8298,4,1,2900,DVIC
8298,4,2,2886,DVIC
8298,4,3,1327,DVIC
8298,4,4,2106,DVIC
8298,5,1,728,DVIC
8299,1,1,424
8300,1,1,2020
8300,1,2,2391
8300,1,3,1370
8300,1,4,1130
8300,1,6,710
8301,1,1,1383,DGVC
8301,1,2,2972,DGVC
8301,1,3,2628,DGVC
8301,1,4,1784,DGVC
8301,1,5,836,DGVC
8301,1,6,1645,DGVC
8301,1,7,1331,DGVC
8301,1,8,1260,DGVC
8301,1,9,1296,DGVC
8301,1,10,1380,DGVC
8301,1,11,1592,DGVC
8301,1,12,984,DGVC
8301,1,13,1226,DGVC
8301,1,14,2406,DGVC
8301,1,15,782,DGVC
8301,1,16,1739,DGVC
8301,2,1,1397,DGVC
8301,2,2,1512,DGVC
8301,2,3,1947,DGVC
8301,2,4,1089,DGVC
8301,2,5,1028,DGVC
8301,2,6,1413,DGVC
8301,2,7,1460,DGVC
8301,2,8,1377,DGVC
8301,2,9,1586,DGVC
8301,2,10,1525,DGVC
8301,2,11,1088,DGVC
8301,2,12,1371,DGVC
8301,2,13,1555,DGVC
8301,2,14,1004,DGVC
8301,2,15,1857,DGVC
8301,2,16,1818,DGVC
8301,2,17,1780,DGVC
8301,2,18,856,DGVC
8301,2,19,775,DGVC
8301,2,20,1761,DGVC
8301,2,21,1166,DGVC
8301,2,22,1783,DGVC
8301,2,23,1196,DGVC
8301,2,24,924,DGVC
8301,2,25,1910,DGVC
8301,2,26,1628,DGVC
8301,2,27,1009,DGVC
8301,2,28,1316,DGVC
8301,2,29,2332,DGVC
8302,1,1,1872,DIGU
8302,1,2,1991,DIGU
8302,1,3,2046,DIGU
8302,1,4,1767,DIGU
8302,1,5,2159,DIGU
8302,1,6,1204,DIGU
8302,1,7,1697,DIGU
8303,1,1,314
8304,1,1,1128,DVDP
8305,1,1,1614,DVDP
8305,1,2,2467,DVDP
8305,1,3,1060,DVDP
8305,2,1,2124,DVDP
8305,2,2,1863,DVDP
8305,2,3,1605,DVDP
8305,2,4,1833,DVDP
8305,2,5,2131,DVDP
8305,2,6,2480,DVDP
8305,3,1,1619,DVDP
8305,3,2,1827,DVDP
8305,3,3,2165,DVDP
8305,3,4,1563,DVDP
8305,4,1,1813,DVDP
8305,4,2,1777,DVDP
8305,4,3,1616,DVDP
8305,4,4,1404,DVDP
8305,4,5,2226,DVDP
8305,4,6,1252,DVDP
8305,4,7,1199,DVDP
8305,4,8,2453,DVDP
8305,4,9,1878,DVDP
8306,1,1,758
8307,1,1,2156,DVLG
8307,1,2,1079,DVLG
8307,1,3,2030,DVLG
8307,1,4,1013,DVLG
8307,1,5,929,DVLG
8307,1,6,1672,DVLG
8307,1,7,2174,DVLG
8307,1,8,2343,DVLG
8307,1,9,1799,DVLG
8307,1,10,1280,DVLG
8307,1,11,1568,DVLG
8307,2,1,3905,DVLG
8307,2,2,2190,DVLG
8307,2,3,1982,DVLG
8307,2,4,2146,DVLG
8307,2,5,571,DVLG
8307,2,6,1552,DVLG
8307,2,7,2481,DVLG
8307,3,1,829,DVLG
8307,3,2,1435,DVLG
8307,3,3,1268,DVLG
8307,3,4,2807,DVLG
8307,3,5,1633,DVLG
8307,4,1,1232,DVLG
8307,4,2,816,DVLG
8307,4,3,879,DVLG
8307,4,4,1857,DVLG
8307,4,5,1937,DVLG
8307,4,6,1806,DVLG
8307,4,7,3940,DVLG
8307,4,8,1103,DVLG
8307,4,9,1107,DVLG
8307,4,10,1839,DVLG
8307,4,11,1796,DVLG
8307,4,12,1452,DVLG
8307,4,13,1416,DVLG
8307,4,14,2030,DVLG
8307,4,15,1770,DVLG
8307,4,16,1636,DVLG
8308,1,1,175
8901,1,1,296
8902,1,1,2426,DMDV
8902,1,2,1368,DMDV
8902,1,3,1741,DMDV
8903,1,1,235
8904,1,1,1024,DMIR
8904,1,2,890,DMIR
8904,1,3,1178,DMIR
8904,1,4,1201,DMIR
8904,1,5,1198,DMIR
8904,1,6,1334,DMIR
8904,1,7,1052,DMIR
8904,1,8,1177,DMIR
8904,1,9,1081,DMIR
8904,1,10,831,DMIR
8904,1,11,1127,DMIR
8904,1,12,1135,DMIR
8905,1,1,1543,DSFL
8905,1,2,1472,DSFL
17001,1,1,885
17002,1,1,789,D???
17003,1,1,178
17004,1,1,798
17005,1,1,619
17006,1,1,1645
17007,1,1,2383
17008,1,1,1500
17008,1,2,2566
17008,1,3,1643
17009,1,1,2757
17009,1,2,2426
17009,2,1,1324
17010,1,1,417
17011,1,1,998
17012,1,1,1657
17013,1,1,1891,D???
17013,1,2,811,DPAM
17013,1,3,1337,D???
17014,1,1,88
17015,1,1,1766,DBAY
17015,1,2,1126,DBAY
17015,1,3,1467,DBAY
17015,1,4,2458,DBAY
17015,1,5,1504,DBAY
17015,2,1,1714,DBAY
17015,2,2,1429,DBAY
17015,2,3,2032,DBAY
17015,2,4,901,DBAY
17015,2,5,1296,DBAY
17015,3,1,1974,DBAY
17015,3,2,2501,DBAY
17016,1,1,1015
17018,1,1,699
17019,1,1,2502
17020,1,1,1769,D???
17020,1,2,1250,D???
17020,1,3,2075,D???
17021,1,1,187
17022,1,2,1869
17022,1,3,2146
17022,1,4,2019
17022,2,1,2393
17022,2,2,1450
17022,2,3,1313
17023,1,1,1425,DBLN
17023,1,2,1947,DBLN
17023,1,4,2070,DBLN
17023,1,6,2423,DBLN
17023,1,7,1095,DBLN
17023,2,1,2391,DBLN
17023,2,2,1501,DBLN
17023,2,3,2134,DBLN
17023,2,4,2456,DBLN
17023,2,5,2588,DBLN
17023,2,6,1431,DBLN
17023,2,7,2325,DBLN
17023,2,8,1025,DBLN
17023,2,9,942,DBLN
17023,2,10,2847,DBLN
17023,2,11,2493,DBLN
17023,2,12,1000,DBLN
17023,2,13,1072,DBLN
17023,3,1,1483,DBLN
17023,3,2,1202,DBLN
17023,3,3,2171,DBLN
17023,3,4,2253,DBLN
17024,1,1,489
17025,1,1,1796
17026,1,1,752
17027,1,1,2244
17027,1,2,1592
17028,1,1,390
17029,1,1,271
17030,1,1,941
17031,1,1,266
17032,1,1,2820
17033,1,1,2274
17033,1,2,2526
17033,1,3,1395
17033,1,4,1856
17034,1,1,3125,DPAM
17034,1,2,1933,DPAM
17034,1,3,2014,DPAM
17034,1,4,2270,DPAM
17034,1,5,2142,DPAM
17035,1,1,711,DBAY
17036,1,1,1347,DRIP
17036,1,2,972,DRIP
17036,1,3,906,DRIP
17037,1,1,149
17038,1,1,533
17039,1,1,1548
17039,1,2,887
17040,1,1,749
17041,1,1,305
17042,1,1,618
17043,1,1,191
17044,1,1,2211
17044,1,2,1776
17044,2,1,3106
17044,2,2,2481
17044,2,3,931
17046,1,1,939
17047,1,1,2275
17047,1,2,1775
17047,1,3,4096
17047,1,4,3008
17048,1,1,1965,DCPA
17048,1,2,3704,DCPA
17048,1,3,2764,DCPA
17048,1,4,1580,DCPA
17048,1,5,1442,DCPA
17049,1,1,1831
17049,1,2,2640
17049,1,3,1135
17050,1,1,973
17051,1,1,282
17052,1,1,179
17054,1,1,462
17055,1,1,188
17056,1,1,2422,DBAY
17057,1,1,1275
17058,1,1,270
17060,1,1,540
17061,1,1,248
17062,1,1,1266
17062,1,2,3157
17062,1,3,1813
17062,1,4,1706
17062,1,5,2555
17063,1,1,239
17064,1,1,412
17065,1,1,469
17066,1,1,1054,DFIG
17066,1,2,1311,DFIG
17066,1,3,2705,DFIG
17066,1,4,1271,DFIG
17066,1,5,1374,DFIG
17066,1,6,2360,DFIG
17066,1,7,1831,DFIG
17066,1,8,1209,DFIG
17066,2,1,1243,DFIG
17066,2,2,1845,DFIG
17066,2,3,1158,DFIG
17066,2,4,2400,DFIG
17066,3,1,1856,DFIG
17066,3,2,2288,DFIG
17066,3,3,2644,DFIG
17066,3,4,2296,DFIG
17066,3,5,3122,DFIG
17066,4,1,1675,DFIG
17066,4,2,2224,DFIG
17066,4,3,2448,DFIG
17066,4,4,2909,DFIG
17066,4,5,2245,DFIG
17066,4,7,853,DFIG
17066,4,8,1146,DFIG
17066,4,9,1576,DFIG
17067,1,1,1147
17068,1,1,299
17069,1,1,506
17070,1,1,157
17071,1,1,1468
17073,1,1,1730,DGIR
17073,1,2,970,DGIR
17074,1,1,793
17075,1,1,464
17076,1,1,170
17077,1,1,909
17078,1,1,502
17079,1,1,1073,DGIR
17079,1,2,894,DGIR
17079,1,3,1256,DGIR
17079,1,4,1346,DGIR
17079,1,5,1778,DGIR
17079,1,6,1543,DGIR
17079,2,1,767,DGIR
17079,2,2,948,DGIR
17079,2,3,1277,DGIR
17079,2,4,1665,DGIR
17079,2,5,947,DGIR
17079,2,6,2031,DGIR
17079,2,7,1888,DGIR
17079,2,8,2034,DGIR
17079,2,9,1330,DGIR
17079,2,10,2375,DGIR
17079,2,11,2543,DGIR
17079,2,12,1339,DGIR
17079,2,13,1181,DGIR
17079,2,14,1036,DGIR
17079,2,15,2419,DGIR
17079,2,16,1213,DGIR
17079,2,17,1353,DGIR
17079,2,18,1583,DGIR
17079,2,19,2594,DGIR
17079,2,20,1191,DGIR
17079,2,21,1620,DGIR
17079,2,22,1702,DGIR
17079,3,1,1062,DGIR
17079,3,2,1052,DGIR
17079,3,3,2383,DGIR
17079,3,4,1141,DGIR
17079,3,5,1413,DGIR
17079,3,6,1055,DGIR
17079,3,7,2470,DGIR
17079,3,8,3575,DGIR
17079,3,9,1674,DGIR
17079,3,10,2100,DGIR
17079,3,11,3353,DGIR
17079,3,12,2867,DGIR
17079,3,13,1749,DGIR
17079,3,14,2903,DGIR
17079,3,15,1979,DGIR
17079,3,16,1627,DGIR
17079,3,17,2116,DGIR
17079,3,18,2047,DGIR
17079,3,19,1618,DGIR
17079,3,20,1424,DGIR
17079,4,1,1409,DGIR
17079,4,2,869,DGIR
17079,5,1,1449,DGIR
17079,5,2,881,DGIR
17079,5,3,1888,DGIR
17079,5,4,866,DGIR
17079,5,5,1220,DGIR
17079,5,6,1263,DGIR
17079,6,1,2023,DGIR
17079,6,2,2651,DGIR
17079,6,3,2030,DGIR
17079,6,4,1622,DGIR
17079,6,5,1227,DGIR
17080,1,1,196
17081,1,1,421
17082,1,1,588
17083,1,1,1125
17083,1,2,1987
17083,1,3,1220
17084,1,1,314
17085,1,1,382
17086,1,1,2146
17086,1,2,1194
17087,1,1,327
17088,1,1,845
17089,1,1,2218
17089,1,2,1870
17089,1,3,2689
17089,1,4,2074
17090,1,1,730
17091,1,1,535
17092,1,1,1456
17092,1,2,2238
17092,1,3,1148
17093,1,1,1252
17094,1,1,1504,DPUI
17095,1,1,3162,DLDM
17095,1,2,2603,DLDM
17095,1,3,2075,DLDM
17095,1,4,3187,DLDM
17095,2,1,2866,DLDM
17095,2,2,2439,DLDM
17095,2,3,2981,DLDM
17095,3,1,2081,DLDM
17095,3,2,3313,DLDM
17095,3,3,2935,DLDM
17095,3,4,2498,DLDM
17095,4,1,2715,DLDM
17095,4,2,2457,DLDM
17095,4,3,1786,DLDM
17095,4,4,1304,DLDM
17096,1,1,209
17097,1,1,296
17098,1,1,469
17099,1,1,97
17100,1,1,284
17101,1,1,803
17102,1,1,729
17103,1,1,1492
17103,1,2,2628
17103,1,3,1670
17103,1,4,1559
17105,1,1,349
17106,1,1,197
17107,1,1,347
17109,1,1,951
17110,1,1,1672,DPAM
17111,1,1,1434
17112,1,1,240
17114,1,1,2181,DOLO
17114,1,2,1224,DOLO
17114,1,3,1211,DOLO
17114,1,4,850,DOLO
17114,1,5,805,DOLO
17114,1,6,903,DOLO
17114,1,7,1732,DOLO
17114,2,1,2263,DOLO
17114,2,2,2281,DOLO
17114,2,3,1869,DOLO
17114,2,4,1449,DOLO
17114,2,5,1268,DOLO
17114,3,1,959,DOLO
17114,3,2,1846,DOLO
17114,3,3,2344,DOLO
17114,4,1,2320,DOLO
17114,4,2,3606,DOLO
17114,5,1,1528,DOLO
17114,5,2,1308,DOLO
17114,5,3,2495,DOLO
17114,5,4,1857,DOLO
17115,1,1,369
17116,1,1,426
17117,1,1,2312,DPAM
17117,1,2,2119,DPAM
17117,1,3,2130,DPAM
17117,1,4,1779,DPAM
17117,1,5,1576,DPAM
17117,2,1,2414,DPAM
17117,2,2,2917,DPAM
17117,2,3,2536,DPAM
17117,3,1,1576,DPAM
17117,3,2,2138,DPAM
17117,3,3,1549,DPAM
17118,1,1,1836,DPAM
17118,1,2,2019,DPAM
17118,1,3,1467,DPAM
17118,1,4,890,DPAM
17118,2,1,1375,DPAM
17118,2,2,1683,DPAM
17118,3,1,1824,DPAM
17118,3,2,1580,DPAM
17118,3,3,2004,DPAM
17118,4,1,2097,DPAM
17118,4,2,1421,DPAM
17119,1,1,111
17120,1,1,1490
17121,1,1,323
17123,1,1,446,DBAY
17124,1,1,2516
17125,1,1,166
17126,1,1,413
17128,1,1,588
17129,1,1,187
17130,1,1,448
17132,1,1,1945
17133,1,1,1711
17134,1,1,311
17135,1,1,518
17136,1,1,264
17137,1,1,760,DBAY
17137,1,2,2327,DBAY
